Gender,Age,Education,Employment,Sentence,Scenario
Male,53,No High School Degree,Unemployed,"A 53-year-old Male with No High School Degree, currently Unemployed, rooted in security and dependable bonds.",s3
Female,29,No High School Degree,Unemployed,"A 29-year-old Female with No High School Degree, currently Unemployed, in the middle of relentless turmoil.",s3
Male,60,No High School Degree,Unemployed,"A 60-year-old Male with No High School Degree, currently Unemployed, settled into a steady, reliable routine.",s3
Female,41,No High School Degree,Employed,"A 41-year-old Female with No High School Degree, currently Employed, where little stays the same from one day to the next.",s3
Male,53,No High School Degree,Employed,"A 53-year-old Male with No High School Degree, currently Employed, surrounded by a sense of rootedness and support.",s3
Male,52,No High School Degree,Unemployed,"A 52-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm.",s3
Male,56,High School Degree,Unemployed,"A 56-year-old Male with High School Degree, currently Unemployed, rooted in security and dependable bonds.",s3
Female,50,High School Degree,Employed,"A 50-year-old Female with High School Degree, currently Employed, in the middle of relentless turmoil.",s3
Female,47,No High School Degree,Employed,"A 47-year-old Female with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",s3
Male,58,High School Degree,Employed,"A 58-year-old Male with High School Degree, currently Employed, rooted in security and dependable bonds.",s3
Male,48,No High School Degree,Employed,"A 48-year-old Male with No High School Degree, currently Employed, moving through steady, unremarkable days.",s3
Male,56,Degree,Employed,"A 56-year-old Male with Degree, currently Employed, keeping to a balanced, ordinary rhythm.",s3
Female,56,No High School Degree,Unemployed,"A 56-year-old Female with No High School Degree, currently Unemployed, settled into a measured, predictable routine.",s3
Female,42,High School Degree,Employed,"A 42-year-old Female with High School Degree, currently Employed, held in a tense, suspended state.",s3
Male,58,High School Degree,Employed,"A 58-year-old Male with High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",s3
Male,47,High School Degree,Unemployed,"A 47-year-old Male with High School Degree, currently Unemployed, settled into a measured, predictable routine.",s3
Male,59,No High School Degree,Unemployed,"A 59-year-old Male with No High School Degree, currently Unemployed, surrounded by a sense of rootedness and support.",s3
Female,48,High School Degree,Unemployed,"A 48-year-old Female with High School Degree, currently Unemployed, amid constant upheaval and change.",s3
Female,60,High School Degree,Unemployed,"A 60-year-old Female with High School Degree, currently Unemployed, balanced on the edge of an unresolved situation.",s3
Male,52,No High School Degree,Employed,"A 52-year-old Male with No High School Degree, currently Employed, surrounded by a sense of rootedness and support.",s3
Male,51,Degree,Unemployed,"A 51-year-old Male with Degree, currently Unemployed, settled into a steady, reliable routine.",s3
Male,49,High School Degree,Unemployed,"A 49-year-old Male with High School Degree, currently Unemployed, balanced on the edge of an unresolved situation.",s3
Male,49,High School Degree,Employed,"A 49-year-old Male with High School Degree, currently Employed, moving through steady, unremarkable days.",s3
Female,53,No High School Degree,Unemployed,"A 53-year-old Female with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",s3
Female,35,High School Degree,Unemployed,"A 35-year-old Female with High School Degree, currently Unemployed, where little stays the same from one day to the next.",s3
Female,42,No High School Degree,Employed,"A 42-year-old Female with No High School Degree, currently Employed, held in a tense, suspended state.",s3
Male,41,High School Degree,Employed,"A 41-year-old Male with High School Degree, currently Employed, navigating a fragile, uncertain stretch.",s3
Male,57,No High School Degree,Employed,"A 57-year-old Male with No High School Degree, currently Employed, settled into a measured, predictable routine.",s3
Female,57,No High School Degree,Employed,"A 57-year-old Female with No High School Degree, currently Employed, in the middle of relentless turmoil.",s3
Male,54,No High School Degree,Employed,"A 54-year-old Male with No High School Degree, currently Employed, settled into a steady, reliable routine.",s3
Male,53,No High School Degree,Unemployed,"A 53-year-old Male with No High School Degree, currently Unemployed, rooted in security and dependable bonds.",s3
Male,52,No High School Degree,Employed,"A 52-year-old Male with No High School Degree, currently Employed, moving through steady, unremarkable days.",s3
Female,58,High School Degree,Unemployed,"A 58-year-old Female with High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm.",s3
Male,41,No High School Degree,Unemployed,"A 41-year-old Male with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation.",s3
Male,54,No High School Degree,Unemployed,"A 54-year-old Male with No High School Degree, currently Unemployed, surrounded by a sense of rootedness and support.",s3
Female,58,High School Degree,Unemployed,"A 58-year-old Female with High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm.",s3
Female,50,High School Degree,Employed,"A 50-year-old Female with High School Degree, currently Employed, where little stays the same from one day to the next.",s3
Male,55,High School Degree,Employed,"A 55-year-old Male with High School Degree, currently Employed, surrounded by a sense of rootedness and support.",s3
Male,60,High School Degree,Unemployed,"A 60-year-old Male with High School Degree, currently Unemployed, settled into a steady, reliable routine.",s3
Male,35,High School Degree,Unemployed,"A 35-year-old Male with High School Degree, currently Unemployed, rooted in security and dependable bonds.",s3
Female,57,No High School Degree,Unemployed,"A 57-year-old Female with No High School Degree, currently Unemployed, moving through steady, unremarkable days.",s3
Male,46,No High School Degree,Employed,"A 46-year-old Male with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",s3
Female,36,No High School Degree,Unemployed,"A 36-year-old Female with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation.",s3
Male,57,High School Degree,Employed,"A 57-year-old Male with High School Degree, currently Employed, surrounded by a sense of rootedness and support.",s3
Male,63,No High School Degree,Unemployed,"A 63-year-old Male with No High School Degree, currently Unemployed, settled into a steady, reliable routine.",s3
Female,44,No High School Degree,Unemployed,"A 44-year-old Female with No High School Degree, currently Unemployed, where little stays the same from one day to the next.",s3
Female,51,High School Degree,Employed,"A 51-year-old Female with High School Degree, currently Employed, in the middle of relentless turmoil.",s3
Female,60,High School Degree,Unemployed,"A 60-year-old Female with High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",s3
Male,62,No High School Degree,Employed,"A 62-year-old Male with No High School Degree, currently Employed, rooted in security and dependable bonds.",s3
Male,66,No High School Degree,Employed,"A 66-year-old Male with No High School Degree, currently Employed, surrounded by a sense of rootedness and support.",s3
Male,51,High School Degree,Unemployed,"A 51-year-old Male with High School Degree, currently Unemployed, amid constant upheaval and change.",s3
Male,51,No High School Degree,Unemployed,"A 51-year-old Male with No High School Degree, currently Unemployed, settled into a measured, predictable routine.",s3
Male,37,No High School Degree,Unemployed,"A 37-year-old Male with No High School Degree, currently Unemployed, held in a tense, suspended state.",s3
Male,52,No High School Degree,Unemployed,"A 52-year-old Male with No High School Degree, currently Unemployed, settled into a steady, reliable routine.",s3
Male,47,No High School Degree,Employed,"A 47-year-old Male with No High School Degree, currently Employed, rooted in security and dependable bonds.",s3
Female,68,High School Degree,Unemployed,"A 68-year-old Female with High School Degree, currently Unemployed, surrounded by a sense of rootedness and support.",s3
Male,48,No High School Degree,Unemployed,"A 48-year-old Male with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",s3
